18048593024,1,2
18048578494,1,2,3,4,5,8,10,11,44
18048509887,1,2,3,4,19
18048509784
18048509078,1,2,4,19,33
18048486934,1,2,3,4
18048486686
18048486666,1,2
18048482984,1,2,4,5,8,10
18048482516
18048341323,1,2,4,5,8,10,11,44
5513163793
5477704898
5455288636
5455279729
5454195129
5454188505
5454186167
5454183752
5454181942
5453362426
5453360851
5453361579
5453357283
5453357761
5453355338
5453354393
5453352895
5453353545
5450252437
5450251504
5449904212
5449904828
5449903418
5449670538
5449669628
5449609446
5449607167
5449605881
5449024438
5449023270
5449022093
5447247789
5447246961
5447245825
5447243347
5447241620
5447242349
5447008563
5446862642
5446861563
5446519779
5446519223,1,2,4,38,40,44
5446075196
5446074648
5446073637
5446072547
5446071412
5445373451
5445372357
5444147868
5444148302
5444131670
5443958679
5443957256
5443956294
5443952787
5443928992
5443443634,1,2,3,4,38,40,44,45
5443425158
5443423570
5442264519
5442231269
5441896563
5441895544
5441886282
5441884283
5441111670
5439829435
5439204100
5439199611
5437733921
5437732011
5437729641
5437726843,1,2
5437595424
5437596204
5437307699
5437248062
5437198987
5434765556
5434761998
5434761602
5434575501
5434574353
5434552269
5434548035
5434547030
5434473556
5434472089
5434368895
5434329732
5434315173
5434018337
5434017487,1,2,3,4,38,40,44
5434016227
5432781083
5431524570
5431524856
5431523681
5431522765
5431195133
5431191386
5431186472
5431125495
5431094903
5430809076
5430808392,1,2,3
5430709476
5430701368
5429575721
5429573218
5429571148
5429538360
5429176587
5429160279
5428318876
5428319869
5428318205
5427881323
5427571530
5427513356
5426401511
5426380856
5426350615
5424793505
5424792673
5424791976
5424451990
5424450626
5424450569
5424449495
5424435449
5423938506
5423936989
5423935431
5423124117
5422809405
5422797364
5422795998
5422792996
5422672182
5403893832
5403891025
5403886773
5401423154
5401017826
5400938031
5399692518
5399692804
5399690928
5399687159
5399683209
5399681550
5399675526
5399668699
5399230565
5399228772
5399227426
5399224736,1,2,4,38,40,44
5398973687
5398102323
5397879067
5397501403
5397483207
5397482990
5397480865,1,2,4,38,39
5397482068
5397479435
5397480576
5397477820
5397396551
5397383680
5396863432
5396759800
5396068595
5395508978
5395320198
5394162233
5394159587
5394158171
5394158142
5394152440
5394115415
5393812053
5393783813
5393773841
5393111235
5392516672
5392515015
5392513120
5392511608
5392495407
5392135164
5392069460
5392063165
5391970237
5391968455
5390908130
5390906966
5390858280
5390193154
5390191740
5390189100
5390185872
5390183601
5390181920
5390174519
5390174249
5390113760
5389416314
5388680338
5388678768
5388616434
5388614924
5388607343
5388575001
5388085745
5388073499
5388071449
5387837567
5387828531
5387811254
5387806023,1,2,4,38,39
5386590540
5386563125
5386197532
5386179842
5385425668
5385413384
5384567301
5384564805
5384563347
5384560363
5384558452
5384556180
5384555268
5384554678
5384525472
5384518903
5384016802
5384008380
5384007448
5384004631
5383961945
5383959506
5383956850
5383950432
5383924208,1,2,3,4,38
5383848259
5382730073
5382423923
5382407959
5381936137
5381911684
5380388413
5380333152
5380330357
5380291123
5380287805
5380287066,1,2,4,38,40
5380249165
5380179487
5380117206
5379550764
5379548852
5378230992
5378188057
5378186168
5378184495
5378181883
5377918550
5377498718
5377495861
5377495315
5377490578
5377489649
5377487145
5377487413
5377485814
5377475266
5377408639
5377373902
5376676398
5376658885
5376655848
5376652812
5376648267
5376645381
5376641869
5376622237
5375677087
5375675554
5375662615
5375608433
5373532111
5373497106
5373485621
5373229822
5373228029
5373226904
5373225256
5373224584
5373214305
5373212272
5373209955
5373208502
5373206706
5373162568
5372742423
5372732056
5372729329
5372707437
5372686881
5372634963
5371823509
5371821713
5371820828
5371819670
5371815577
5371812915
5371630686
5371622810
5371617868
5371613208
5371609052
5371035114
5370677203
5370671426
5370668725
5370665526
5370660725
5370645972
5370637412
5370118881
5370117831
5370116820
5370117189
5370114882
5370113124
5370083935
5369885948
5368699387
5368696800
5368695258
5368693504
5368691596
5368689461
5368684858
5368672344
5368668216
5368666331
5368633770
5368630813
5368627195
5368596015
5368549950
5368336554
5367790801
5367772744
5367733287
5367728492
5367705485
5367704502
5367703342
5367700612
5367699775
5367697364
5367694131
5367673223
5366746018
5366512825
5366019355
5365959046
5365930135
5365928545
5365924913
5365921647
5365919749
5365917370
5365914890
5365895208
5365893930
5365892549
5365890104
5365886748
5365885126
5365883428
5365881509
5365879453
5365877511
5365874521
5365862837
5365858810
5365855939
5365853413
5365851756
5365849964
5365566987
5365551317
5365547235
5365541784
5365538076
5365534770
5365529340
5365516436
5365513171,1,2,4,19,20
5365443355,1,2,4,5
5365437272
5365424132
5365419586
5365233946
5365224666
5365217439
5365215766
5365213536
5365211647,1,2,4,38,40
5365204747
5365201068
5365194477
5365188653
5365186246
5365180574
5365176872
5365173777
5365170746
5365164730
5365136132
5365132501
5365127839
5365122341
5365119170
5365114688
5365114511
5365111118
5365109345
5365106213
5365088133
5365063472
5365058075
5365053758
5365049260
5365044111
5365039641
5365035908
5365009439
5365005593
5364997413
5364995183
5364991171
5364988825
5364986907
5364984736
5364970338,1,2,4,38,44
5364964637,1,2
5364965895
5364961821
5364279472
5364214215
5364210440
5364198139
5364188815
5364185257
5364182765
5364180258
5364177621
5364175275
5364172836
5364172177
5364170260
5364168176
5364167985
5364165492
5364164772
5364162715
5364161021
5364160204
5364157251
5364138040,1,2
5364134696
5364126525
5364121892
5364116041
5364088115
5363913618
5363906590
5363901715
5363893741
5363892506,1,2
5363723248
5363720794
5363718167
5363715923
5363713251
5363710477
5363710359,1,2
5363707897
5363703086
5363696548
5363694009
5363688452
5363683578
5363675473
5363633110
5362322180
5362314130
5362311967
5362265386
5362265670
5362261989
5362259948,1,2
5362259170
5362254947
5362252492
5362227850
5362224462
5362188857
5362188472
5362180241
5362151337
5362145146
5362141949
5362129297
5361905667
5361862842
5361344135
5361342860
5361342967
5361338548
5361331810
5361326267
5361317690
5361314559
5361312384
5361310450
5361308339
5361306237
5361211049
5361178406
5361176290
5361174436
5361172345
5361170213
5361168311
5361168294
5361166237
5361164070
5361161431
5361158846
5361156622
5360400285
5360398521
5359500379
5359473079
5359462953
5359454933
5359449816
5359436884
5359432788
5359428327
5359422408
5359414274
5359220339
5359217142
5359197587
5359193878
5359194506
5359190968
5359188843
5359187244
5359184654
5359183096
5359181076
5359178926
5359176711
5359175383
5359171288
5359166653
5359161071
5359155950
5359152114
5359150821
5359148901,1,2
5359148377
5359146123
5359144993
5359143040
5359143658
5359140704
5359138460
5359137440
5359136101
5359134434
5359131079
5359132208
5359129054
5359126175
5359123667
5359121333
5359104315
5359101328
5359098496
5359097799
5359096031
5359093665
5359091212
5359088753
5359084746
5359082744
5359079187
5359076775
5359073901
5359070673
5359064646
5358459005
5358454608
5358450854
5358446565
5358442184
5358432657
5358426948
5358422704
5358416339
5358409619
5358407862
5358405079
5358403168
5358398807
5358393269
5358390489
5358385990
5358379913
5358374292
5358368680,1,2,4,38
5358366824
5358361225
5358357722
5358330005
5358322271
5358320837
5358320169,1,2
5358316292
5358313354
5358311656
5358308882,1,2,4,38,40
5358295175
5358289966
5358285021
5358279710
5358178944
5358173849
5358054674
5358051178
5358045365
5358041034
5358037205
5358034581
5358028727
5358026813
5358025335
5358021366
5358017971
5358012386
5358008993
5358002482
5358000399
5357998733,1,2,3,4,5
5357997127
5357994813
5357993043
5357992517
5357984459
5357978883,1,2,3,4,19,20,24
5357965810,1,2,3,4,19,20,26
5357958706,1,2,3,4,19,20,26
5357956272
5357954328
5357951643
5357950371
5357949086
5357946344
5357944454
5357942826
5357940467
5357939320
5357935479
5357933136
5357931029
5357927907
5357926420
5357920287
5356640633
5356637564
